DATETIME, REPOSITORY_URL, BRANCH, SCORE, LEVEL, RESULT, DROP_INTERVAL, VALUE_MODE, VALUE_PREDICT_WEIGHT, 1LINE_SCORE, 2LINE_SCORE, 3LINE_SCORE, 4LINE_SCORE, GAMEOVER_SCORE, DROPDOWN_SCORE, BLOCK_NO, TRIAL_NUM, SCORE_MEAN, SCORE_STDEV, SCORE_MAX, SCORE_MIN
2022/03/22_23:56:23, https://github.com/isshy-you/tetris, ish05h3, 13587, 2, SUCCESS, 1000, -, -, 2500, 3600, 2100, 2600, 0, 2787, 180, 10, 10719.20, 2012.17, 13587, 7367
2022/03/23_23:47:00, https://github.com/isshy-you/tetris, ish05h3, 11928, 3, SUCCESS, 1000, -, -, 3700, 2100, 700, 3900, 0, 1528, 180, 10, 6344.40, 3119.38, 11928, 2256
2022/03/23_23:47:00, https://github.com/isshy-you/tetris, ish05h3, 10688, 3, SUCCESS, 1000, -, -, 2400, 3300, 2800, 1300, -500, 1388, 180, , , , ,
2022/05/08_0:33:25, https://github.com/seigot/tetris, master, -4881, 3, SUCCESS, 1000, -, -, 100, 0, 0, 0, -6000, 1019, 180, , , , ,
2022/05/08_15:18:21, https://github.com/seigot/tetris\t, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/05/08_15:18:26, https://github.com/seigot/tetris\t, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/05/08_15:18:33, https://github.com/seigot/tetris\t, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/05/08_15:49:44, https://github.com/seigot/tetris, master, -1501, 1, SUCCESS, 1000, -, -, 0, 0, 0, 0, -3500, 1999, 180, , , , ,
2022/05/08_15:49:52, https://github.com/seigot/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/05/08_15:49:58, https://github.com/seigot/tetris, master, -5387, 3, SUCCESS, 1000, -, -, 100, 0, 0, 0, -6500, 1013, 180, , , , ,
2022/05/08_15:50:35, https://github.com/seigot/tetris, master, -1393665, 3, SUCCESS, 1, -, -, 5300, 0, 0, 0, -1640000, 241035, 43112, , , , ,
2022/05/08_17:22:18, https://github.com/seigot/tetris, master, -1043, 2, SUCCESS, 1000, -, -, 100, 0, 0, 0, -3000, 1857, 180, , , , ,
2022/05/11_21:51:32, https://github.com/mattshamrock/tetris, master, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/05/11_23:37:43, https://github.com/mattshamrock/tetris, master, 25402, 1, SUCCESS, 1000, -, -, 100, 300, 0, 22100, 0, 2902, 180, , , , ,
2022/05/11_23:37:54, https://github.com/mattshamrock/tetris, master, 17654, 2, SUCCESS, 1000, -, -, 300, 300, 2100, 13000, -500, 2454, 180, , , , ,
-, -, -, 0, -, curl_google_speadsheet_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/10_23:10:53, https://github.com/seigot/tetris, master, 0, 1, python_start.py_NG, 1000, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/10_23:11:01, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/15_0:52:52, https://github.com/seigot/tetris, master, -10860, 3, SUCCESS, 1000, -, -, 100, 0, 0, 0, -12000, 1040, 180, , , , ,
2022/06/15_0:52:59, https://github.com/seigot/tetris, master, -4744, 2, SUCCESS, 1000, -, -, 200, 0, 0, 0, -7000, 2056, 180, , , , ,
2022/06/16_0:07:57, https://github.com/seigot/tetris, master, -1523, 2, SUCCESS, 1000, -, -, 100, 0, 0, 0, -3500, 1877, 180, , , , ,
2022/06/30_1:54:44, https://github.com/mattshamrock/tetris, master, 25402, 1, SUCCESS, 1000, -, -, 100, 300, 0, 22100, 0, 2902, 180, , , , ,
2022/06/30_1:55:11, https://github.com/usamin24/tetris, master, 18635, 2, SUCCESS, 1000, -, -, 600, 1500, 4900, 9100, 0, 2535, 180, , , , ,
2022/06/30_1:55:31, https://github.com/yuin0/tetris, master, 14075, 3, SUCCESS, 1000, -, -, 2800, 3300, 4200, 1300, 0, 2475, 180, , , , ,
2022/06/30_1:56:07, https://github.com/seigot/tetris, master, -1420, 1, SUCCESS, 1000, -, -, 100, 0, 0, 0, -3500, 1980, 180, , , , ,
2022/06/30_1:56:16, https://github.com/seigot/tetris, master, -1084, 2, SUCCESS, 1000, -, -, 0, 0, 0, 0, -3000, 1916, 180, , , , ,
2022/06/30_1:56:26, https://github.com/seigot/tetris, master, -4505, 3, SUCCESS, 1000, -, -, 0, 0, 0, 0, -5500, 995, 180, , , , ,
2022/06/30_22:50:36, https://github.com/seigot/tetris, master, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/30_22:51:13, https://github.com/isshy-you/tetris, ish05h3, 989660, 3, SUCCESS, 1, -, -, 268500, 300300, 217700, 143000, -118000, 178160, 20971, , , , ,
2022/07/08_23:59:38, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, predict_sample, predict_sample, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/08_23:59:38, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, predict_sample, weight/DQN/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/08_23:59:38, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, predict_sample, weight/DQN/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/09_0:27:17, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, predict_sample2, weight/MLP/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/30_22:51:13, https://github.com/isshy-you/tetris, ish05h3, 0, 3, python_start.py_NG, 1, default, outputs/latest/best_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/30_22:51:13, https://github.com/isshy-you/tetris, ish05h3, 0, 3, python_start.py_NG, 1, default, outputs/latest/best_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/06/30_22:51:13, https://github.com/isshy-you/tetris, ish05h3, 0, 3, python_start.py_NG, 1, default, outputs/latest/best_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/08_23:59:38, https://github.com/seigot/tetris, master, 60, 2, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 0, 0, 0, 0, 0, 60, 3, , , , ,
2022/07/09_0:27:17, https://github.com/seigot/tetris, master, 60, 2, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 0, 0, 0, 0, 0, 60, 3, , , , ,
2022/07/09_1:56:19, https://github.com/seigot/tetris, master, -1436, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 2064, 180, , , , ,
2022/07/09_1:57:05, https://github.com/seigot/tetris, master, 0, 3, python_start.py_NG, 1000, predict_sample2, weight/DQN/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/09_1:57:26, https://github.com/seigot/tetris, master, 10822, 3, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 4800, 2700, 0, 1300, 0, 2022, 180, , , , ,
2022/07/09_1:57:51, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, predict_sample, weight/MLP/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/09_1:58:07, https://github.com/seigot/tetris, master, 7092, 3, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 5000, 300, 700, 0, -500, 1592, 180, , , , ,
2022/07/09_1:58:33, https://github.com/seigot/tetris, master, 11412, 2, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 5100, 3000, 0, 0, 0, 3312, 180, , , , ,
2022/07/09_1:58:50, https://github.com/seigot/tetris, master, 15094, 2, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 2600, 3000, 2800, 3900, 0, 2794, 180, , , , ,
2022/06/30_22:51:13, https://github.com/isshy-you/tetris, ish05h3, 0, 3, python_start.py_NG, 1, default, outputs/latest/best_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/08_23:59:38, https://github.com/seigot/tetris, master, 11175, 2, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 5500, 2400, 0, 0, 0, 3275, 180, 10, 10253.10, 865.06, 11175, 8297
2022/07/09_0:27:17, https://github.com/seigot/tetris, master, 19196, 2, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 1700, 1200, 700, 13000, 0, 2596, 180, 10, 14358.00, 2525.58, 19196, 9657
2022/07/09_1:56:19, https://github.com/seigot/tetris, master, -1477, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 2023, 180, 10, -1649.90, 203.95, -1477, -2056
2022/07/09_1:57:05, https://github.com/seigot/tetris, master, 0, 3, python_start.py_NG, 1000, predict_sample2, weight/DQN/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/09_1:57:26, https://github.com/seigot/tetris, master, 10383, 3, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 4900, 2400, 1400, 0, 0, 1683, 180, 10, 9551.70, 651.72, 10383, 8436
2022/07/09_1:57:51, https://github.com/seigot/tetris, master, 0, 2, python_start.py_NG, 1000, predict_sample, weight/MLP/sample_weight.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/09_1:58:07, https://github.com/seigot/tetris, master, 9354, 3, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 6700, 300, 700, 0, 0, 1654, 180, 10, 6149.80, 1861.85, 9354, 3902
2022/07/09_1:58:33, https://github.com/seigot/tetris, master, 11442, 2, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 5100, 3000, 0, 0, 0, 3342, 180, 10, 10581.50, 826.96, 11442, 9081
2022/07/09_1:58:50, https://github.com/seigot/tetris, master, 16582, 2, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 1700, 1800, 4900, 5200, 0, 2982, 180, 10, 13835.20, 2081.64, 16582, 9962
2022/07/09_23:04:13, https://github.com/seigot/tetris, master, 10292, 3, SUCCESS, 1000, predict_sample, weight/DQN/sample_weight.pt, 5700, 2400, 0, 0, 0, 2192, 180, 10, 9461.10, 779.52, 10292, 7706
2022/07/09_23:04:39, https://github.com/seigot/tetris, master, 11085, 3, SUCCESS, 1000, predict_sample2, weight/MLP/sample_weight.pt, 4000, 4800, 0, 0, 0, 2285, 180, 10, 5701.20, 2025.89, 11085, 3970
2022/07/09_23:05:03, https://github.com/seigot/tetris, master, 0, 3, python_start.py_NG, 1, predict_sample2, https://github.com/seigot/tetris, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/09_23:05:24, https://github.com/seigot/tetris, master, 1564216, 3, SUCCESS, 1, predict_sample, weight/DQN/sample_weight.pt, 846500, 291900, 44100, 9100, -4500, 377116, 26857, 10, 1507246.20, 44676.91, 1564216, 1452608
2022/07/10_1:30:54, https://github.com/seigot/tetris, master, 662235, 3, SUCCESS, 1, predict_sample2, weight/MLP/sample_weight.pt, 386600, 120300, 49700, 48100, -89500, 147035, 16846, 10, 529693.60, 60265.85, 662235, 450272
-, -, -, 0, -, curl_google_speadsheet_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/07/28_23:03:45, https://github.com/seigot/tetris, master, -1420, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 0, 0, -3500, 1980, 180, 10, -1562.10, 75.93, -1420, -1690
2022/08/03_20:54:15, https://github.com/seigot/tetris\t, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/03_21:39:19, https://github.com/seigot/tetris, master, -1534, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 1966, 180, 10, -1630.50, 171.48, -1534, -2110
2022/08/04_21:04:19, https://github.com/seigot/tetris, master, -1482, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 2018, 180, 10, -1693.20, 257.41, -1482, -2157
2022/08/04_21:42:20, https://github.com/seigot/tetris, master, -1542, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 1958, 180, 10, -1867.40, 208.27, -1542, -2107
2022/08/04_21:42:36, https://github.com/seigot/tetris, master, -4914, 3, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 0, 0, -6000, 986, 180, 10, -5525.60, 502.37, -4914, -6513
2022/08/10_11:44:56, https://github.com/obo-koki/tetris, genetic_algorithm, 11722, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 5300, 1800, 0, 1300, 0, 3322, 180, 10, 11722.00, 0.00, 11722, 11722
2022/08/11_18:59:20, https://github.com/TsuchiyaYosuke/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/11_23:35:52, https://github.com/TsuchiyaYosuke/tetris, master, -1464, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 2036, 180, 10, -1587.00, 121.11, -1464, -1903
2022/08/11_23:49:25, https://github.com/TsuchiyaYosuke/tetris, master, -1346, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 0, 0, -3500, 2054, 180, 10, -1836.50, 314.66, -1346, -2157
2022/08/12_0:49:37, https://github.com/TsuchiyaYosuke/tetris, master, -1404, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 2096, 180, 10, -1613.40, 239.54, -1404, -2069
2022/08/13_21:44:13, https://github.com/AtsutoshiNaraki/tetris/, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/14_0:29:40, https://github.com/AtsutoshiNaraki/tetris, master, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/14_0:33:40, https://github.com/AtsutoshiNaraki/tetris, Level1, 25401, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 300, 0, 22100, 0, 2901, 180, 10, 25401.00, 0.00, 25401, 25401
2022/08/14_1:03:46, https://github.com/AtsutoshiNaraki/tetris, master, 25401, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 300, 0, 22100, 0, 2901, 180, 10, 25401.00, 0.00, 25401, 25401
-, -, -, 0, -, curl_google_speadsheet_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/15_21:30:21, https://github.com/AtsutoshiNaraki/tetris, master, 16103, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 14300, 0, 1803, 114, 10, 14836.00, 445.32, 16103, 14684
2022/08/15_21:30:50, https://github.com/AtsutoshiNaraki/tetris, master, 15637, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 700, 13000, 0, 1937, 133, 10, 9662.30, 3666.02, 15637, 4219
2022/08/15_22:55:44, https://github.com/AtsutoshiNaraki/tetris, master, 17977, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 300, 0, 15600, -500, 2577, 180, 10, 17977.00, 0.00, 17977, 17977
2022/08/15_22:56:07, https://github.com/AtsutoshiNaraki/tetris, master, 17208, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 2100, 13000, -500, 2508, 180, 10, 11068.50, 3025.81, 17208, 6912
2022/08/16_18:43:08, https://github.com/AtsutoshiNaraki/tetris, master, 23453, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 20800, 0, 2653, 179, 10, 23317.60, 428.17, 23453, 22099
2022/08/16_18:43:41, https://github.com/AtsutoshiNaraki/tetris, master, 18548, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 700, 15600, -500, 2648, 179, 10, 12034.50, 4202.68, 18548, 5985
2022/08/17_23:39:46, https://github.com/AtsutoshiNaraki/tetris, master, 17529, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 1400, 14300, -500, 2329, 180, 10, 13025.40, 3343.24, 17529, 6015
2022/08/20_0:58:31, https://github.com/AtsutoshiNaraki/tetris, master, 24804, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 22100, 0, 2704, 179, 10, 24804.00, 0.00, 24804, 24804
2022/08/20_10:36:42, https://github.com/RogerTokunaga/tetris/blob/master/game_manager/block_controller.py, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/20_10:40:33, https://github.com/RogerTokunaga/tetris, copy nara, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/20_11:12:40, https://github.com/RogerTokunaga/tetris, nara original, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/20_11:18:50, https://github.com/RogerTokunaga/tetris, master, 19022, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 1400, 15600, -500, 2522, 178, 10, 15455.00, 2564.80, 19022, 11628
2022/08/21_19:43:50, https://github.com/cookie4869/tetris, cookie_branch, 12638, 2, SUCCESS, 1000, predict, outputs/2022-08-16-23-07-28/trained_model/tetris_epoch192_score176400.pt, 2900, 4500, 700, 1300, 0, 3238, 180, 10, 11493.30, 679.66, 12638, 10501
2022/08/21_21:58:57, https://github.com/cookie4869/tetris, cookie_branch, 12808, 2, SUCCESS, 1000, predict, outputs/2022-08-16-23-07-28/trained_model/tetris_epoch192_score176400.pt, 3200, 4500, 700, 1300, 0, 3108, 180, 10, 11241.70, 902.71, 12808, 9698
2022/08/21_22:09:24, https://github.com/cookie4869/tetris, cookie_branch, 12788, 2, SUCCESS, 1000, predict, outputs/2022-08-16-23-07-28/trained_model/tetris_epoch192_score176400.pt, 3200, 3600, 2800, 0, 0, 3188, 180, 10, 11917.60, 739.09, 12788, 10387
2022/08/22_23:33:29, https://github.com/isshy-you/tetris/, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/22_23:47:37, https://github.com/isshy-you/tetris, ish06b, 14085, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 2300, 3300, 700, 5200, 0, 2585, 180, 10, 9696.80, 2584.24, 14085, 6123
2022/08/22_23:55:52, https://github.com/isshy-you/tetris, ish06b, 13707, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 2900, 2400, 2800, 2600, 0, 3007, 180, 10, 10663.00, 1770.42, 13707, 8416
2022/08/23_20:19:30, https://github.com/isshy-you/tetris, ish06b, 7835, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 3300, 1500, 1400, 0, -500, 2135, 180, 10, 7806.50, 90.12, 7835, 7550
2022/08/24_22:57:31, https://github.com/cookie4869/tetris, cookie_branch, 11968, 2, SUCCESS, 1000, predict, outputs/2022-08-23-09-11-42/trained_model/tetris_epoch342_score158700.pt, 4500, 3000, 0, 1300, 0, 3168, 180, 10, 11125.50, 548.18, 11968, 10174
2022/08/25_20:34:21, https://github.com/cookie4869/tetris, cookie_branch, 11237, 3, SUCCESS, 1000, predict, outputs/2022-08-17-20-41-25/trained_model/tetris_epoch949_score203900.pt, 4400, 3600, 0, 1300, 0, 1937, 180, 10, 9708.90, 1069.15, 11237, 8126
2022/08/26_20:33:44, https://github.com/RogerTokunaga/tetris, master, 15924, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 1400, 13000, -1000, 2424, 177, 10, 11629.40, 2793.58, 15924, 7037
2022/08/26_20:39:04, https://github.com/obo-koki/tetris, genetic_algorithm, 15803, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 2200, 1800, 2800, 6500, 0, 2503, 180, 10, 15803.00, 0.00, 15803, 15803
2022/08/26_22:38:06, https://github.com/koro298/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/26_23:09:52, https://github.com/koro298/tetris, ikemi1, -1081, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3000, 1919, 180, 10, -1602.90, 275.94, -1081, -2045
2022/08/26_23:33:55, https://github.com/isshy-you/tetris, ish06c, 10179, 3, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 2100, 900, 6300, 0, -500, 1379, 180, 10, 7040.30, 1879.14, 10179, 5114
2022/08/26_23:35:50, https://github.com/koro298/tetris\t, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/28_17:28:45, https://github.com/AtsutoshiNaraki/tetris, master, 18070, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 700, 15600, -500, 2270, 178, 10, 13571.40, 3509.20, 18070, 7336
2022/08/29_21:22:05, https://github.com/koro298/tetris, ikemi1, 8813, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 3600, 1500, 0, 1300, -500, 2913, 180, 10, 8813.00, 0.00, 8813, 8813
2022/08/31_22:18:33, https://github.com/obo-koki/tetris, level1, 17685, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 1400, 1200, 3500, 9100, 0, 2485, 180, 10, 17685.00, 0.00, 17685, 17685
2022/08/31_22:43:06, https://github.com/cookie4869/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/08/31_23:25:54, https://github.com/cookie4869/tetris, cookie2_branch, 17414, 2, SUCCESS, 1000, predict, outputs/2022-08-31-08-05-53/trained_model/tetris_epoch1701_score189000.pt, 2000, 2700, 700, 9100, 0, 2914, 179, 10, 15142.20, 2273.46, 17414, 10331
2022/09/01_22:58:54, https://github.com/cookie4869/tetris/, -, 0, -, github_url_string_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/01_22:59:57, https://github.com/cookie4869/tetris, cookie2_branch, 11938, 3, SUCCESS, 1000, predict, outputs/2022-08-31-08-05-53/trained_model/tetris_epoch1701_score189000.pt, 4200, 3300, 2100, 0, 0, 2338, 180, 10, 11349.90, 636.70, 11938, 10130
2022/09/01_23:06:32, https://github.com/cookie4869/tetris, cookie2_branch, 19731, 2, SUCCESS, 1000, predict, outputs/2022-08-31-08-05-53/trained_model/tetris_epoch1701_score189000.pt, 1300, 1500, 2100, 11700, 0, 3131, 180, 10, 17634.40, 1656.76, 19731, 14808
2022/09/02_0:55:53, https://github.com/AtsutoshiNaraki/tetris, master, 19994, 2, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 600, 600, 3500, 13000, 0, 2294, 180, 10, 12890.20, 3770.93, 19994, 7711
2022/09/02_0:56:12, https://github.com/AtsutoshiNaraki/tetris, master, 8443, 3, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 1400, 1800, 1400, 3900, -1500, 1443, 180, 10, 1779.60, 2946.61, 8443, -1491
2022/09/03_19:14:09, https://github.com/cookie4869/tetris, cookie3_branch, 14011, 3, SUCCESS, 1000, predict, outputs/2022-09-03-13-05-06/trained_model/tetris_epoch6390_score16800.pt, 3200, 2400, 4900, 1300, 0, 2211, 180, 10, 12732.50, 817.50, 14011, 11570
2022/09/04_16:18:27, https://github.com/obo-koki/tetris, level1, 19104, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 1000, 2100, 2800, 10400, 0, 2804, 180, 10, 19104.00, 0.00, 19104, 19104
2022/09/04_16:55:25, https://github.com/seigot/tetris, master, -1486, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 0, 0, -3500, 1914, 180, 10, -1776.80, 272.34, -1486, -2144
2022/09/04_21:51:41, https://github.com/seigot/tetris, master, -1496, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3500, 2004, 180, 10, -1727.20, 263.20, -1496, -2204
2022/09/05_23:09:43, https://github.com/cookie4869/tetris, cookie3_branch, 0, 3, pip3_install_-r_requirements.txt_NG, 1000, predict, outputs/2022-09-04-19-37-38/trained_model/tetris_epoch520_score57800.pt, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/05_23:14:38, https://github.com/cookie4869/tetris, cookie3_branch, 12445, 2, SUCCESS, 1000, predict, outputs/2022-09-04-15-33-43/trained_model/tetris_epoch1392_score103500.pt, 2600, 4500, 2800, 0, 0, 2545, 180, 10, 11440.40, 676.23, 12445, 10617
2022/09/06_7:38:21, https://github.com/cookie4869/tetris, cookie3_branch, 11904, 3, SUCCESS, 1000, predict, outputs/2022-09-04-19-37-38/trained_model/tetris_epoch520_score57800.pt, 3700, 4500, 1400, 0, 0, 2304, 179, 10, 11306.80, 416.03, 11904, 10574
2022/09/06_22:55:32, https://github.com/cookie4869/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/06_22:57:41, https://github.com/cookie4869/tetris, cookie3_branch, 14483, 3, SUCCESS, 1000, predict, outputs/2022-09-06-08-01-43/trained_model/tetris_epoch2577_score71800.pt, 2300, 4200, 2100, 3900, 0, 1983, 180, 10, 12595.20, 976.04, 14483, 11091
2022/09/06_23:01:14, https://github.com/cookie4869/tetris, cookie3_branch, 12377, 3, SUCCESS, 1000, predict, outputs/2022-09-04-15-33-43/trained_model/tetris_epoch1392_score103500.pt, 4700, 1800, 2100, 1300, 0, 2477, 180, 10, 11375.80, 519.28, 12377, 10472
2022/09/06_23:03:55, https://github.com/cookie4869/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/06_22:55:32, https://github.com/cookie4869/tetris, cookie3_branch, 14287, 2, SUCCESS, 1000, predict, outputs/2022-09-03-11-40-46/trained_model/tetris_epoch754_score17400.pt, 2900, 3300, 3500, 1300, 0, 3287, 180, 10, 12539.70, 821.12, 14287, 11592
2022/09/06_22:57:41, https://github.com/cookie4869/tetris, cookie3_branch, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/06_22:58:17, https://github.com/cookie4869/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/06_23:01:14, https://github.com/cookie4869/tetris, cookie3_branch, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/06_23:03:55, https://github.com/cookie4869/tetris, cookie3_branch, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/09_12:03:03, https://github.com/seigot/tetris, master, -1454, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 100, 0, 0, 0, -3500, 1946, 180, 10, -1665.90, 228.31, -1454, -2095
2022/09/09_12:29:58, https://github.com/seigot/tetris, master, 0, -, github_url_branch_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/09_12:30:25, https://github.com/seigot/tetris, master, -1068, 1, SUCCESS, 1000, default, outputs/latest/best_weight.pt, 0, 0, 0, 0, -3000, 1932, 180, 10, -1546.50, 240.46, -1068, -2052
2022/09/09_22:37:17, https://github.com/cookie4869/tetris, -, 0, -, github_url_access_NG, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
2022/09/09_22:37:17, https://github.com/cookie4869/tetris, cookie2_branch, 17965, 2, SUCCESS, 1000, predict, outputs/2022-08-31-08-05-53/trained_model/tetris_epoch1007_score173400.pt, 1300, 2400, 3500, 7800, 0, 2965, 177, 10, 14746.10, 1388.64, 17965, 13254
